16.999912656593892	56.62416674737665
18.249897392757106	57.87415312532676
19.968626404981535	59.12413950327684
22.156099693267166	59.436636097764364
25.90605390175682	59.436636097764364
28.406023374083247	58.34289801705805
31.530985214491295	57.56165653083923
33.71845850277694	56.31167015288912
35.74968369904218	54.59293888320772
38.40590126338901	52.71795931628256
41.374615011776655	50.99922804660116
42.78084783996027	49.436745074163554
43.718336392082676	46.468027426532046
43.24959211602149	43.811806373388066
40.59337455167463	42.093075103706695
36.84342034318499	40.99933702300035
